detected,status,numberOfTestsRun,sourceFile,mutatedClass,mutatedMethod,methodDescription,lineNumber,mutator,indexes,blocks,killingTest,description,project,version,target_mode,source_xml,local_index,killed,mutant_id
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,multiply,(I)Lorg/apache/commons/math3/complex/Complex;,462,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testMultiplyNaN(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,150,True,Math_5f_modified_fixed_150
False,NO_COVERAGE,0,Complex.java,org.apache.commons.math3.complex.Complex,multiply,(I)Lorg/apache/commons/math3/complex/Complex;,467,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,,replaced return value with null for org/apache/commons/math3/complex/Complex::multiply,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,154,False,Math_5f_modified_fixed_154
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,multiply,(I)Lorg/apache/commons/math3/complex/Complex;,469,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testScalarMultiply(org.apache.commons.math3.complex.ComplexTest),replaced return value with null for org/apache/commons/math3/complex/Complex::multiply,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,155,True,Math_5f_modified_fixed_155
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,multiply,(Lorg/apache/commons/math3/complex/Complex;)Lorg/apache/commons/math3/complex/Complex;,449,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testMath221(org.apache.commons.math3.complex.ComplexTest),Replaced double multiplication with division,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,159,True,Math_5f_modified_fixed_159
True,KILLED,3,Complex.java,org.apache.commons.math3.complex.Complex,multiply,(Lorg/apache/commons/math3/complex/Complex;)Lorg/apache/commons/math3/complex/Complex;,442,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testMath221(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,164,True,Math_5f_modified_fixed_164
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,nthRoot,(I)Ljava/util/List;,1148,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testNthRoot_normal_fourthRoot(org.apache.commons.math3.complex.ComplexTest),Replaced double division with multiplication,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,179,True,Math_5f_modified_fixed_179
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,nthRoot,(I)Ljava/util/List;,1138,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testNthRoot_cornercase_NAN_Inf(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,186,True,Math_5f_modified_fixed_186
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,nthRoot,(I)Ljava/util/List;,1142,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testNthRoot_cornercase_NAN_Inf(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,187,True,Math_5f_modified_fixed_187
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,nthRoot,(I)Ljava/util/List;,1144,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testNthRoot_cornercase_NAN_Inf(org.apache.commons.math3.complex.ComplexTest),replaced return value with Collections.emptyList for org/apache/commons/math3/complex/Complex::nthRoot,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,190,True,Math_5f_modified_fixed_190
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,reciprocal,()Lorg/apache/commons/math3/complex/Complex;,318,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testReciprocalReal(org.apache.commons.math3.complex.ComplexTest),Replaced double addition with subtraction,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,206,True,Math_5f_modified_fixed_206
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,reciprocal,()Lorg/apache/commons/math3/complex/Complex;,318,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testReciprocalReal(org.apache.commons.math3.complex.ComplexTest),Replaced double division with multiplication,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,207,True,Math_5f_modified_fixed_207
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,sin,()Lorg/apache/commons/math3/complex/Complex;,866,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testSin(org.apache.commons.math3.complex.ComplexTest),Replaced double multiplication with division,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,219,True,Math_5f_modified_fixed_219
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,sqrt,()Lorg/apache/commons/math3/complex/Complex;,953,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testSqrtInf(org.apache.commons.math3.complex.ComplexTest),Replaced double addition with subtraction,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,230,True,Math_5f_modified_fixed_230
False,SURVIVED,7,Complex.java,org.apache.commons.math3.complex.Complex,abs,()D,130,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,,,,replaced double return with 0.0d for org/apache/commons/math3/complex/Complex::abs,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,24,False,Math_5f_modified_fixed_24
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,subtract,(D)Lorg/apache/commons/math3/complex/Complex;,549,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testScalarSubtractInf(org.apache.commons.math3.complex.ComplexTest),Replaced double subtraction with addition,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,246,True,Math_5f_modified_fixed_246
False,SURVIVED,19,Complex.java,org.apache.commons.math3.complex.Complex,subtract,(Lorg/apache/commons/math3/complex/Complex;)Lorg/apache/commons/math3/complex/Complex;,528,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,,removed call to org/apache/commons/math3/util/MathUtils::checkNotNull,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,255,False,Math_5f_modified_fixed_255
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,tan,()Lorg/apache/commons/math3/complex/Complex;,1027,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testTan(org.apache.commons.math3.complex.ComplexTest),Replaced double multiplication with division,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,261,True,Math_5f_modified_fixed_261
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,tanh,()Lorg/apache/commons/math3/complex/Complex;,1068,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testTanhNaN(org.apache.commons.math3.complex.ComplexTest),replaced return value with null for org/apache/commons/math3/complex/Complex::tanh,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,284,True,Math_5f_modified_fixed_284
False,NO_COVERAGE,0,Complex.java,org.apache.commons.math3.complex.Complex,valueOf,(D)Lorg/apache/commons/math3/complex/Complex;,1205,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,,replaced return value with null for org/apache/commons/math3/complex/Complex::valueOf,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,291,False,Math_5f_modified_fixed_291
True,KILLED,24,Complex.java,org.apache.commons.math3.complex.Complex,<init>,(DD)V,103,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testReciprocalInf(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,3,True,Math_5f_modified_fixed_3
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,add,(D)Lorg/apache/commons/math3/complex/Complex;,179,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testScalarAdd(org.apache.commons.math3.complex.ComplexTest),replaced return value with null for org/apache/commons/math3/complex/Complex::add,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,33,True,Math_5f_modified_fixed_33
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,add,(Lorg/apache/commons/math3/complex/Complex;)Lorg/apache/commons/math3/complex/Complex;,162,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testAdd(org.apache.commons.math3.complex.ComplexTest),replaced return value with null for org/apache/commons/math3/complex/Complex::add,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,40,True,Math_5f_modified_fixed_40
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,cos,()Lorg/apache/commons/math3/complex/Complex;,663,org.pitest.mutationtest.engine.gregor.mutators.InvertNegsMutator,,,org.apache.commons.math3.complex.ComplexTest.testCosInf(org.apache.commons.math3.complex.ComplexTest),removed negation,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,51,True,Math_5f_modified_fixed_51
False,SURVIVED,29,Complex.java,org.apache.commons.math3.complex.Complex,abs,()D,122,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,,changed conditional boundary,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,6,False,Math_5f_modified_fixed_6
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,divide,(D)Lorg/apache/commons/math3/complex/Complex;,291,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testScalarDivide(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,68,True,Math_5f_modified_fixed_68
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,divide,(D)Lorg/apache/commons/math3/complex/Complex;,289,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.complex.ComplexTest.testScalarDivideZero(org.apache.commons.math3.complex.ComplexTest),replaced return value with null for org/apache/commons/math3/complex/Complex::divide,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,71,True,Math_5f_modified_fixed_71
True,KILLED,1,Complex.java,org.apache.commons.math3.complex.Complex,abs,()D,127,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.complex.ComplexTest.testSqrtRealPositive(org.apache.commons.math3.complex.ComplexTest),Replaced double multiplication with division,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,8,True,Math_5f_modified_fixed_8
True,KILLED,3,Complex.java,org.apache.commons.math3.complex.Complex,divide,(Lorg/apache/commons/math3/complex/Complex;)Lorg/apache/commons/math3/complex/Complex;,255,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.complex.ComplexTest.testDivideNaNInf(org.apache.commons.math3.complex.ComplexTest),negated conditional,Math,5f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_5f/pit-reports/mutations.xml,95,True,Math_5f_modified_fixed_95
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,doOptimize,()Lorg/apache/commons/math3/optim/PointValuePair;,502,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,104,True,Math_6f_modified_fixed_104
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,doOptimize,()Lorg/apache/commons/math3/optim/PointValuePair;,508,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,105,False,Math_6f_modified_fixed_105
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,doOptimize,()Lorg/apache/commons/math3/optim/PointValuePair;,506,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,,removed call to org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer::push,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,113,False,Math_6f_modified_fixed_113
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,600,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double addition with subtraction,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,133,True,Math_6f_modified_fixed_133
True,KILLED,3,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,604,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSphere(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double division with multiplication,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,138,True,Math_6f_modified_fixed_138
True,KILLED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,607,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testRastrigin(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double addition with subtraction,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,140,True,Math_6f_modified_fixed_140
True,KILLED,3,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,615,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSphere(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced integer multiplication with division,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,173,True,Math_6f_modified_fixed_173
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,617,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double division with multiplication,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,178,True,Math_6f_modified_fixed_178
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,619,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,,Replaced double multiplication with division,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,186,False,Math_6f_modified_fixed_186
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,619,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,,Replaced double multiplication with division,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,187,False,Math_6f_modified_fixed_187
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,initializeCMA,([D)V,619,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,,Replaced double multiplication with division,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,190,False,Math_6f_modified_fixed_190
True,KILLED,1,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,log,(Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,985,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMath864(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),changed conditional boundary,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,203,True,Math_6f_modified_fixed_203
False,SURVIVED,18,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,log,(Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,985,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,,negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,205,False,Math_6f_modified_fixed_205
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,min,([D)D,1261,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,229,True,Math_6f_modified_fixed_229
True,KILLED,3,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,ones,(II)Lorg/apache/commons/math3/linear/RealMatrix;,1140,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSphere(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,232,True,Math_6f_modified_fixed_232
True,KILLED,3,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,ones,(II)Lorg/apache/commons/math3/linear/RealMatrix;,1141,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testSphere(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),removed call to java/util/Arrays::fill,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,233,True,Math_6f_modified_fixed_233
True,KILLED,1,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,parseOptimizationData,([Lorg/apache/commons/math3/optim/OptimizationData;)V,546,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testInputSigmaOutOfRange(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),removed call to org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer::checkParameters,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,239,True,Math_6f_modified_fixed_239
True,KILLED,1,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,push,([DD)V,805,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMath864(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),changed conditional boundary,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,240,True,Math_6f_modified_fixed_240
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,sequence,(DDD)Lorg/apache/commons/math3/linear/RealMatrix;,1199,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,278,True,Math_6f_modified_fixed_278
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,sumRows,(Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,1090,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double addition with subtraction,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,299,True,Math_6f_modified_fixed_299
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,sumRows,(Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,1087,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,300,True,Math_6f_modified_fixed_300
True,KILLED,1,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,times,(Lorg/apache/commons/math3/linear/RealMatrix;Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,1029,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMath864(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),changed conditional boundary,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,304,True,Math_6f_modified_fixed_304
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,times,(Lorg/apache/commons/math3/linear/RealMatrix;Lorg/apache/commons/math3/linear/RealMatrix;)Lorg/apache/commons/math3/linear/RealMatrix;,1030,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),Replaced double multiplication with division,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,305,True,Math_6f_modified_fixed_305
True,KILLED,2,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,triu,(Lorg/apache/commons/math3/linear/RealMatrix;I)Lorg/apache/commons/math3/linear/RealMatrix;,1074,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testFitAccuracyDependsOnBoundary(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),negated conditional,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,314,True,Math_6f_modified_fixed_314
True,KILLED,1,CMAESOptimizer.java,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizer,triu,(Lorg/apache/commons/math3/linear/RealMatrix;I)Lorg/apache/commons/math3/linear/RealMatrix;,1078,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,,,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest.testMath864(org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest),replaced return value with null for org/apache/commons/math3/optim/nonlinear/scalar/noderiv/CMAESOptimizer::triu,Math,6f,modified_fixed,/kaggle/working/results_math3_10_fixed/pit_reports/Math_6f/pit-reports/mutations.xml,316,True,Math_6f_modified_fixed_316
