mutant_id,project,version,class_name,method_name,line_number,mutation_operator,original_code,mutated_code,surrounding_context,random_seed
JacksonCore_9f_mutant_1182,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_verifyNoLeadingZeroes,1500,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return INT_0;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  1497:         int ch = _inputBuffer[_inputPtr] & 0xFF;
  1498:         // if not followed by a number (probably '.'); return zero as is, to be included
  1499:         if (ch < INT_0 || ch > INT_9) {
>>1500:             return INT_0;
  1501:         }
  1502:         // [JACKSON-358]: we may want to allow them, after all...
  1503:         if (!isEnabled(Feature.ALLOW_NUMERIC_LEADING_ZEROS)) {",2026
JacksonCore_9f_mutant_1484,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,nextIntValue,1257,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (t == JsonToken.START_ARRAY) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1254:             if (t == JsonToken.VALUE_NUMBER_INT) {
  1255:                 return getIntValue();
  1256:             }
>>1257:             if (t == JsonToken.START_ARRAY) {
  1258:                 _parsingContext = _parsingContext.createChildArrayContext(_tokenInputRow, _tokenInputCol);
  1259:             } else if (t == JsonToken.START_OBJECT) {
  1260:                 _parsingContext = _parsingContext.createChildObjectContext(_tokenInputRow, _tokenInputCol);",2026
JacksonCore_2f_mutant_1450,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,releaseBuffered,150,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return count;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  147:         // let's just advance ptr to end
  148:         int origPtr = _inputPtr;
  149:         out.write(_inputBuffer, origPtr, count);
>>150:         return count;
  151:     }
  152: 
  153:     @Override",2026
Csv_10f_mutant_84,Csv,10f,org.apache.commons.csv.CSVPrinter,printComment,305,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,println();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  302:             return;
  303:         }
  304:         if (!newRecord) {
>>305:             println();
  306:         }
  307:         out.append(format.getCommentStart().charValue());
  308:         out.append(SP);",2026
Codec_3f_mutant_346,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,handleH,515,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,index += 2;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  512:         if ((index == 0 || isVowel(charAt(value, index - 1))) &&
  513:             isVowel(charAt(value, index + 1))) {
  514:             result.append('H');
>>515:             index += 2;
  516:             //-- also takes car of ""HH"" --//
  517:         } else {
  518:             index++;",2026
Codec_2f_mutant_189,Codec,2f,org.apache.commons.codec.binary.Base64,isArrayByteBase64,567,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,for (int i = 0; i < arrayOctet.length; i++) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  564:      *         empty; false, otherwise
  565:      */
  566:     public static boolean isArrayByteBase64(byte[] arrayOctet) {
>>567:         for (int i = 0; i < arrayOctet.length; i++) {
  568:             if (!isBase64(arrayOctet[i]) && !isWhiteSpace(arrayOctet[i])) {
  569:                 return false;
  570:             }",2026
JacksonCore_8f_mutant_186,JacksonCore,8f,com.fasterxml.jackson.core.util.TextBuffer,setCurrentAndReturn,560,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,return contentsAsString();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,"  557:         _currentSize = len;
  558:         // We can simplify handling here compared to full `contentsAsString()`:
  559:         if (_segmentSize > 0) { // longer text; call main method
>>560:             return contentsAsString();
  561:         }
  562:         // more common case: single segment
  563:         int currLen = _currentSize;",2026
JacksonCore_2f_mutant_429,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_matchToken,2469,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,} while (++i < len);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2466:                 _reportInvalidToken(matchStr.substring(0, i));
  2467:             }
  2468:             ++_inputPtr;
>>2469:         } while (++i < len);
  2470: 
  2471:         // but let's also ensure we either get EOF, or non-alphanum char...
  2472:         if (_inputPtr >= _inputEnd && !loadMore()) {",2026
JacksonCore_3f_mutant_847,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipColon,2651,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i > INT_SPACE) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  2648:             // either way, found colon, skip through trailing WS
  2649:         while (_inputPtr < _inputEnd || loadMore()) {
  2650:             i = _inputBuffer[_inputPtr++] & 0xFF;
>>2651:             if (i > INT_SPACE) {
  2652:                 if (i != INT_SLASH) {
  2653:                     return i;
  2654:                 }",2026
JacksonCore_2f_mutant_1866,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_parseNumber2,1083,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,--_inputPtr;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1080: 
  1081:         // Ok; unless we hit end-of-input, need to push last char read back
  1082:         if (!eof) {
>>1083:             --_inputPtr;
  1084:             if (_parsingContext.inRoot()) {
  1085:                 _verifyRootSpace(c);
  1086:             }",2026
JacksonCore_9f_mutant_1309,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getCurrentLocation,663,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"return new JsonLocation(_ioContext.getSourceReference(),",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  660:     public JsonLocation getCurrentLocation()
  661:     {
  662:         int col = _inputPtr - _currInputRowStart + 1; // 1-based
>>663:         return new JsonLocation(_ioContext.getSourceReference(),
  664:                 _currInputProcessed + _inputPtr, -1L, // bytes, chars
  665:                 _currInputRow, col);
  666:     }",2026
JacksonCore_4f_mutant_176,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,resultArray,683,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,return _resultString.toCharArray();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,"  680:     private char[] resultArray()
  681:     {
  682:         if (_resultString != null) { // Can take a shortcut...
>>683:             return _resultString.toCharArray();
  684:         }
  685:         // Do we use shared array?
  686:         if (_inputStart >= 0) {",2026
JacksonCore_9f_mutant_2590,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_verifyNoLeadingZeroes,1151,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (ch < '0' || ch > '9') {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1148:         if (_inputPtr < _inputEnd) {
  1149:             char ch = _inputBuffer[_inputPtr];
  1150:             // if not followed by a number (probably '.'); return zero as is, to be included
>>1151:             if (ch < '0' || ch > '9') {
  1152:                 return '0';
  1153:             }
  1154:         }",2026
JacksonCore_9f_mutant_1924,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_handleOddName2,1536,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + i;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1533:                 break;
  1534:             }
  1535:             ++_inputPtr;
>>1536:             hash = (hash * CharsToNameCanonicalizer.HASH_MULT) + i;
  1537:             // Ok, let's add char to output:
  1538:             outBuf[outPtr++] = c;
  1539: ",2026
JacksonCore_1f_mutant_335,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,getTextBuffer,317,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (!_hasSegments) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  314:             return (_resultArray = _resultString.toCharArray());
  315:         }
  316:         // Nope; but does it fit in just one segment?
>>317:         if (!_hasSegments) {
  318:             return _currentSegment;
  319:         }
  320:         // Nope, need to have/create a non-segmented array and return it",2026
JacksonCore_9f_mutant_1343,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,getValueAsInt,336,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_numTypesValid == NR_UNKNOWN) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  333:         if ((t == JsonToken.VALUE_NUMBER_INT) || (t == JsonToken.VALUE_NUMBER_FLOAT)) {
  334:             // inlined 'getIntValue()'
  335:             if ((_numTypesValid & NR_INT) == 0) {
>>336:                 if (_numTypesValid == NR_UNKNOWN) {
  337:                     return _parseIntValue();
  338:                 }
  339:                 if ((_numTypesValid & NR_INT) == 0) {",2026
JacksonCore_2f_mutant_1951,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,424,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (bits < 0) { // reached the end, fair and square?",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  421:                 ch = _inputBuffer[_inputPtr++];
  422:             } while (ch <= INT_SPACE);
  423:             int bits = b64variant.decodeBase64Char(ch);
>>424:             if (bits < 0) { // reached the end, fair and square?
  425:                 if (ch == '""') {
  426:                     break;
  427:                 }",2026
JacksonCore_9f_mutant_2594,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_verifyNoLeadingZeroes,1152,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return '0';,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  1149:             char ch = _inputBuffer[_inputPtr];
  1150:             // if not followed by a number (probably '.'); return zero as is, to be included
  1151:             if (ch < '0' || ch > '9') {
>>1152:                 return '0';
  1153:             }
  1154:         }
  1155:         // and offline the less common case",2026
Csv_3f_mutant_31,Csv,3f,org.apache.commons.csv.Lexer,readEscape,94,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return LF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  91:         case 'r':
  92:             return CR;
  93:         case 'n':
>>94:             return LF;
  95:         case 't':
  96:             return TAB;
  97:         case 'b':",2026
JacksonCore_9f_mutant_608,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseName,1671,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,i = input[_inputPtr++] & 0xFF;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1668:         int q = input[_inputPtr++] & 0xFF;
  1669: 
  1670:         if (codes[q] == 0) {
>>1671:             i = input[_inputPtr++] & 0xFF;
  1672:             if (codes[i] == 0) {
  1673:                 q = (q << 8) | i;
  1674:                 i = input[_inputPtr++] & 0xFF;",2026
Csv_5f_mutant_61,Csv,5f,org.apache.commons.csv.CSVPrinter,printAndQuote,217,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c == LF || c == CR || c == quoteChar || c == delimChar) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  214:                 } else {
  215:                     while (pos < end) {
  216:                         c = value.charAt(pos);
>>217:                         if (c == LF || c == CR || c == quoteChar || c == delimChar) {
  218:                             quote = true;
  219:                             break;
  220:                         }",2026
Codec_7f_mutant_41,Codec,7f,org.apache.commons.codec.binary.Base64,decode,586,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (buffer == null || buffer.length - pos < decodeSize) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  583:         // EOF (-1) and first time '=' character is encountered in stream.
  584:         // This approach makes the '=' padding characters completely optional.
  585:         if (eof && modulus != 0) {
>>586:             if (buffer == null || buffer.length - pos < decodeSize) {
  587:                 resizeBuffer();
  588:             }
  589: ",2026
JacksonCore_3f_mutant_718,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,594,org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,buffer[outputPtr++] = (byte) decodedData;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,"  591:             decodedData = (decodedData << 6) | bits;
  592:             buffer[outputPtr++] = (byte) (decodedData >> 16);
  593:             buffer[outputPtr++] = (byte) (decodedData >> 8);
>>594:             buffer[outputPtr++] = (byte) decodedData;
  595:         }
  596:         _tokenIncomplete = false;
  597:         if (outputPtr > 0) {",2026
JacksonCore_2f_mutant_147,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeUtf8_3,2921,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_inputPtr >= _inputEnd) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  2918: 
  2919:     private int _decodeUtf8_3(int c1) throws IOException
  2920:     {
>>2921:         if (_inputPtr >= _inputEnd) {
  2922:             loadMoreGuaranteed();
  2923:         }
  2924:         c1 &= 0x0F;",2026
JacksonCore_3f_mutant_1190,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,loadMore,186,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,_closeInput();,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  183:                 return true;
  184:             }
  185:             // End of input
>>186:             _closeInput();
  187:             // Should never return 0, so let's fail
  188:             if (count == 0) {
  189:                 throw new IOException(""InputStream.read() returned 0 characters when trying to read ""+_inputBuffer.length+"" bytes"");",2026
JacksonCore_2f_mutant_40,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeBase64,3155,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (bits < 0) { // white space to skip,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3152:                     return builder.toByteArray();
  3153:                 }
  3154:                 bits = _decodeBase64Escape(b64variant, ch, 0);
>>3155:                 if (bits < 0) { // white space to skip
  3156:                     continue;
  3157:                 }
  3158:             }",2026
JacksonCore_2f_mutant_653,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_parseNumber,1206,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (c == INT_0) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1203:         }
  1204: 
  1205:         // One special case: if first char is 0, must not be followed by a digit
>>1206:         if (c == INT_0) {
  1207:             c = _verifyNoLeadingZeroes();
  1208:         }
  1209: ",2026
JacksonCore_9f_mutant_2497,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_skipString,1657,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i <= INT_BACKSLASH) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  1654:             }
  1655:             char c = inBuf[inPtr++];
  1656:             int i = (int) c;
>>1657:             if (i <= INT_BACKSLASH) {
  1658:                 if (i == INT_BACKSLASH) {
  1659:                     /* Although chars outside of BMP are to be escaped as
  1660:                      * an UTF-16 surrogate pair, does that affect decoding?",2026
JacksonCore_2f_mutant_1961,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,466,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (ch == '""' && !b64variant.usesPadding()) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  463:             if (bits < 0) {
  464:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {
  465:                     // as per [JACKSON-631], could also just be 'missing'  padding
>>466:                     if (ch == '""' && !b64variant.usesPadding()) {
  467:                         decodedData >>= 4;
  468:                         buffer[outputPtr++] = (byte) decodedData;
  469:                         break;",2026
JacksonCore_2f_mutant_64,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_decodeBase64,3219,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,builder.appendTwoBytes(decodedData);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,"  3216:                     // as per [JACKSON-631], could also just be 'missing'  padding
  3217:                     if (ch == '""' && !b64variant.usesPadding()) {
  3218:                         decodedData >>= 2;
>>3219:                         builder.appendTwoBytes(decodedData);
  3220:                         return builder.toByteArray();
  3221:                     }
  3222:                     bits = _decodeBase64Escape(b64variant, ch, 3);",2026
JacksonCore_9f_mutant_1239,JacksonCore,9f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2306,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch2 = (ch2 >> ((3 - byteIx) << 3));,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2303:                 if (needed > 1) {
  2304:                     ch2 = quads[ix >> 2];
  2305:                     byteIx = (ix & 3);
>>2306:                     ch2 = (ch2 >> ((3 - byteIx) << 3));
  2307:                     ++ix;
  2308: 
  2309:                     if ((ch2 & 0xC0) != 0x080) {",2026
JacksonCore_2f_mutant_996,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_verifyNoLeadingZeroes,1317,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (ch < INT_0 || ch > INT_9) { // followed by non-number; retain one zero,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  1314:         if (ch == INT_0) {
  1315:             while (_inputPtr < _inputEnd || loadMore()) {
  1316:                 ch = _inputBuffer[_inputPtr] & 0xFF;
>>1317:                 if (ch < INT_0 || ch > INT_9) { // followed by non-number; retain one zero
  1318:                     return INT_0;
  1319:                 }
  1320:                 ++_inputPtr; // skip previous zeroes",2026
Codec_9f_mutant_210,Codec,9f,org.apache.commons.codec.binary.Base64,isBase64,593,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,return octet == PAD || (octet >= 0 && octet < DECODE_TABLE.length && DECODE_TABLE[octet] != -1);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  590:      * @since 1.4
  591:      */
  592:     public static boolean isBase64(byte octet) {
>>593:         return octet == PAD || (octet >= 0 && octet < DECODE_TABLE.length && DECODE_TABLE[octet] != -1);
  594:     }
  595: 
  596:     /**",2026
JacksonCore_3f_mutant_1087,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,addName,2088,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,ch = (ch << 6) | (ch2 & 0x3F);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  2085:                         if ((ch2 & 0xC0) != 0x080) {
  2086:                             _reportInvalidOther(ch2 & 0xFF);
  2087:                         }
>>2088:                         ch = (ch << 6) | (ch2 & 0x3F);
  2089:                     }
  2090:                 }
  2091:                 if (needed > 2) { // surrogate pair? once again, let's output one here, one later on",2026
JacksonCore_4f_mutant_68,JacksonCore,4f,com.fasterxml.jackson.core.util.TextBuffer,contentsAsDouble,392,org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,return NumberInput.parseDouble(contentsAsString());,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.returns.PrimitiveReturnsMutator,"  389:      * into a Double value.
  390:      */
  391:     public double contentsAsDouble() throws NumberFormatException {
>>392:         return NumberInput.parseDouble(contentsAsString());
  393:     }
  394: 
  395:     /*",2026
Codec_5f_mutant_114,Codec,5f,org.apache.commons.codec.binary.Base64,encode,517,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (lineLength > 0 && lineLength <= currentLinePos) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  514:                     buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
  515:                     buffer[pos++] = encodeTable[x & MASK_6BITS];
  516:                     currentLinePos += 4;
>>517:                     if (lineLength > 0 && lineLength <= currentLinePos) {
  518:                         System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
  519:                         pos += lineSeparator.length;
  520:                         currentLinePos = 0;",2026
JacksonCore_2f_mutant_816,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_skipCR,3064,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_inputPtr < _inputEnd || loadMore()) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  3061:      */
  3062:     protected void _skipCR() throws IOException
  3063:     {
>>3064:         if (_inputPtr < _inputEnd || loadMore()) {
  3065:             if (_inputBuffer[_inputPtr] == BYTE_LF) {
  3066:                 ++_inputPtr;
  3067:             }",2026
JacksonCore_10f_mutant_217,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,_verifyNeedForRehash,863,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,if (_count > (_hashSize >> 1)) { // over 50%,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,"  860: 
  861:     private void _verifyNeedForRehash() {
  862:         // Yes if above 80%, or above 50% AND have ~1% spill-overs
>>863:         if (_count > (_hashSize >> 1)) { // over 50%
  864:             int spillCount = (_spilloverEnd - _spilloverStart()) >> 2;
  865:             if ((spillCount > (1 + _count >> 7))
  866:                     || (_count > (_hashSize * 0.80))) {",2026
JacksonCore_3f_mutant_404,JacksonCore,3f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_isNextTokenNameYes,953,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (i <= INT_SPACE || i == INT_SLASH) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  950:                 return;
  951:             }
  952:             i &= 0xFF;
>>953:             if (i <= INT_SPACE || i == INT_SLASH) {
  954:             	--_inputPtr;
  955:                 i = _skipWS();
  956:             }",2026
JacksonCore_1f_mutant_274,JacksonCore,1f,com.fasterxml.jackson.core.util.TextBuffer,contentsAsDecimal,390,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if ((_inputStart >= 0) && (_inputBuffer != null)) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  387:             return NumberInput.parseBigDecimal(_resultArray);
  388:         }
  389:         // Or a shared buffer?
>>390:         if ((_inputStart >= 0) && (_inputBuffer != null)) {
  391:             return NumberInput.parseBigDecimal(_inputBuffer, _inputStart, _inputLen);
  392:         }
  393:         // Or if not, just a single buffer (the usual case)",2026
JacksonCore_9f_mutant_1817,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_finishString,1576,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,_inputPtr = ptr+1;,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  1573:                 if (ch < maxCode && codes[ch] != 0) {
  1574:                     if (ch == '""') {
  1575:                         _textBuffer.resetWithShared(_inputBuffer, _inputPtr, (ptr-_inputPtr));
>>1576:                         _inputPtr = ptr+1;
  1577:                         // Yes, we got it all
  1578:                         return;
  1579:                     }",2026
JacksonCore_9f_mutant_2277,JacksonCore,9f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,533,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,buffer[outputPtr++] = (byte) (decodedData >> 8);,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  530:                      * dummies, need to discard:
  531:                      */
  532:                     decodedData >>= 2;
>>533:                     buffer[outputPtr++] = (byte) (decodedData >> 8);
  534:                     buffer[outputPtr++] = (byte) decodedData;
  535:                     continue;
  536:                 }",2026
JacksonCore_10f_mutant_57,JacksonCore,10f,com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer,_findOffsetForAdd,927,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (_failOnDoS) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  924:          */
  925:         final int end = (_hashSize << 3);
  926:         if (_spilloverEnd >= end) {
>>927:             if (_failOnDoS) {
  928:                 _reportTooManyCollisions();
  929:             }
  930:             // and if we didn't fail, we'll simply force rehash for next add",2026
JacksonCore_9f_mutant_2801,JacksonCore,9f,com.fasterxml.jackson.core.base.ParserMinimalBase,getValueAsBoolean,231,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (t != null) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  228:     public boolean getValueAsBoolean(boolean defaultValue) throws IOException
  229:     {
  230:         JsonToken t = _currToken;
>>231:         if (t != null) {
  232:             switch (t.id()) {
  233:             case ID_STRING:
  234:                 String str = getText().trim();",2026
Codec_3f_mutant_55,Codec,3f,org.apache.commons.codec.language.DoubleMetaphone,conditionL0,862,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"} else if ((contains(value, value.length() - 2, 2, ""AS"", ""OS"") ||",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.MathMutator,"  859:         if (index == value.length() - 3 &&
  860:             contains(value, index - 1, 4, ""ILLO"", ""ILLA"", ""ALLE"")) {
  861:             return true;
>>862:         } else if ((contains(value, value.length() - 2, 2, ""AS"", ""OS"") ||
  863:                     contains(value, value.length() - 1, 1, ""A"", ""O"")) &&
  864:                    contains(value, index - 1, 4, ""ALLE"")) {
  865:             return true;",2026
JacksonCore_2f_mutant_756,JacksonCore,2f,com.fasterxml.jackson.core.json.UTF8StreamJsonParser,_readBinary,527,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"if (ch == '""' && !b64variant.usesPadding()) {",PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  524:             if (bits < 0) {
  525:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {
  526:                     // as per [JACKSON-631], could also just be 'missing'  padding
>>527:                     if (ch == '""' && !b64variant.usesPadding()) {
  528:                         decodedData >>= 4;
  529:                         buffer[outputPtr++] = (byte) decodedData;
  530:                         break;",2026
JacksonCore_2f_mutant_1959,JacksonCore,2f,com.fasterxml.jackson.core.json.ReaderBasedJsonParser,_readBinary,464,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,if (bits != Base64Variant.BASE64_VALUE_PADDING) {,PIT_MUTATION: org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,"  461: 
  462:             // First branch: can get padding (-> 1 byte)
  463:             if (bits < 0) {
>>464:                 if (bits != Base64Variant.BASE64_VALUE_PADDING) {
  465:                     // as per [JACKSON-631], could also just be 'missing'  padding
  466:                     if (ch == '""' && !b64variant.usesPadding()) {
  467:                         decodedData >>= 4;",2026
